user_id,poi_id,rating,id
19,904330915,5,1
19,366301428,,2
19,59224731,,3
19,4832439737,,4
19,5604114156,,5
19,1014938186,,6
19,4489601833,,7
19,4013135970,,8
19,5896287798,,9
19,2627312981,,10
19,991899630,,11
19,904483957,,12
19,247777942,,13
19,586101291,,14
19,340233813,,15
19,30967983,,16
19,577455410,,17
19,1446213393,,18
19,285592032,,19
19,9654025117,,20
19,9123094683,,21
19,76613809,,22
19,9258428518,,23
19,4832446778,,24
19,6376853900,,25
19,8222972072,,26
19,991899664,,27
19,5369294463,,28
19,9258416518,,29
19,7637177,,30
19,5878659419,,31
19,5329649749,,32
19,1739618198,,33
19,5446426021,,34
19,87291138,,35
19,6382360815,,36
19,991899666,,37
19,463185163,,38
19,779724306,,39
19,4401440792,,40
19,463185163,,41
19,340233810,,42
19,1014938188,,43
19,30967921,,44
19,2546347647,,45
19,5418530128,,46
19,991899628,,47
19,7628527,,48
19,8222972072,,49
19,2627312981,,50
19,904254510,,51
19,9257947317,,52
19,9293068748,,53
19,1486422687,,54
19,9258416518,,55
19,779724306,,56
19,904330915,,57
19,991899630,,58
19,5446565622,,59
19,7637177,,60
19,592528274,,61
19,991899601,,62
19,5416162471,,63
19,1739618198,,64
19,5369294463,,65
19,5329649749,,66
19,9140719566,,67
19,5446426021,,68
19,9123094683,,69
19,474260844,,70
19,7281160587,,71
19,9258428518,,72
19,76613809,,73
19,247777942,,74
19,7632686724,,75
19,1446213393,,76
19,1776511037,,77
19,474474478,,78
19,285592032,,79
19,5878659419,,80
21,865127426,5,81
21,4489601833,3,82
21,1486422690,4,83
21,87291138,5,84
21,59224731,5,85
21,9654025117,2,86
21,1818499802,2,87
21,9655742117,4,88
21,9257956017,2,89
21,5896287798,2,90
21,30967921,4,91
21,340233813,5,92
21,7628527,3,93
21,529060747,3,94
21,2517399085,2,95
21,586101291,3,96
21,1014938186,2,97
21,463185163,2,98
21,5063175822,2,99
21,5604114156,4,100
21,5690533580,,101
21,5843300285,,102
21,991899666,,103
21,1014938188,,104
21,4013135970,,105
21,9258428518,,106
21,6376853900,,107
21,7632686724,,108
21,5416162471,,109
21,5446565622,,110
21,1776511037,,111
21,592528274,,112
21,1446213393,,113
21,5752004354,,114
21,5369294463,,115
21,247777942,,116
21,402383814,,117
21,991899664,,118
21,366301422,,119
21,7238472079,,120
22,779724306,,121
22,2917546802,3,122
22,4832446778,3,123
22,5446426021,4,124
22,122790588,5,125
22,5128689863,4,126
22,991899601,,127
22,8986656082,,128
22,8222972072,,129
22,6382360815,5,130
22,5418315061,4,131
22,9258416518,,132
22,1818499802,,133
22,463185163,,134
22,270672566,,135
22,991899666,,136
22,402383814,4,137
22,59224731,5,138
22,5155291653,3,139
22,3787936,,140
22,9655742117,,141
22,9258428518,,142
22,1446213393,,143
22,991899628,5,144
22,366301422,,145
22,474260844,,146
22,4832439737,,147
22,1486422690,,148
22,1776511037,4,149
22,5418530128,,150
22,991899630,3,151
22,1486422687,3,152
22,247777942,,153
22,474474478,,154
22,9293067755,,155
22,7989605449,,156
22,2627312981,,157
22,904254510,,158
22,9654025117,3,159
22,7637177,,160
22,474260844,,161
22,285570325,,162
22,6382360815,5,163
22,7281160587,,164
22,9257956017,,165
22,904483957,,166
22,9257947317,,167
22,9140719566,,168
22,2517399085,,169
22,4489601833,,170
22,5896287798,,171
22,5446565622,3,172
22,7632686724,,173
22,3787936,,174
22,247777942,,175
22,30967983,,176
22,7989605449,,177
22,29415493,4,178
22,5446426021,5,179
22,340233813,4,180
22,5063175822,,181
22,366301428,,182
22,7628527,,183
22,8222972072,,184
22,76613809,,185
22,1014938186,,186
22,1776511037,,187
22,865127426,,188
22,7238472079,,189
22,9654025117,,190
22,8986656082,,191
22,586101291,,192
22,577455410,,193
22,5369294463,,194
22,991899666,,195
22,1739618198,,196
22,5843300285,,197
22,529060747,,198
22,5878659419,,199
22,4832439737,,200
24,59224731,5,201
24,3787936,5,202
24,592528274,3,203
24,7637177,5,204
24,2517399085,4,205
24,5329649749,5,206
24,7632686724,4,207
24,463185163,5,208
24,2627418546,3,209
24,9258428518,5,210
24,9140719566,5,211
24,7989605449,3,212
24,76613809,2,213
24,9258416518,5,214
24,5843300285,5,215
24,444446827,4,216
24,29415493,5,217
24,7238472079,5,218
24,402383814,5,219
24,5690533580,3,220
24,991899628,,221
24,991899664,,222
24,9655742117,,223
24,5878659419,,224
24,1014938186,,225
24,1818499802,,226
24,4489601833,,227
24,5446426021,,228
24,5155291653,,229
24,7628527,,230
24,5423988300,,231
24,5416162471,,232
24,5418530128,,233
24,2917546802,,234
24,6382360815,,235
24,8904584261,,236
24,991899601,,237
24,2627312981,,238
24,340233810,,239
24,1776511037,,240
25,9257947317,1,241
25,586101291,1,242
25,2917546802,3,243
25,8222972072,1,244
25,4379475278,2,245
25,865127426,3,246
25,1486422689,4,247
25,5063175822,4,248
25,5843300285,,249
25,5155291653,5,250
25,4832439737,,251
25,474260844,3,252
25,87291138,4,253
25,5418315061,,254
25,5329649749,,255
25,285570325,3,256
25,1818499802,,257
25,6382360815,,258
25,577455410,,259
25,5896287798,,260
25,904483957,,261
25,444446827,,262
25,9293068748,,263
25,310356391,,264
25,76613809,5,265
25,1486422687,4,266
25,7628527,,267
25,9257947217,,268
25,9293067755,,269
25,30967983,,270
25,1776511037,,271
25,402383814,,272
25,9258428518,,273
25,6376853900,,274
25,991899630,,275
25,991899664,,276
25,904330915,,277
25,1014938186,,278
25,474474478,,279
25,1486422690,,280
26,4379475278,1,281
26,5843300285,3,282
26,59224731,4,283
26,592528274,5,284
26,2627312981,3,285
26,1739618198,2,286
26,9257947217,3,287
26,7628527,5,288
26,30967983,1,289
26,2917546802,2,290
26,7281160587,4,291
26,529060747,5,292
26,5418315061,5,293
26,9293068748,3,294
26,4832439737,4,295
26,5446565622,4,296
26,6382360815,4,297
26,4401440792,5,298
26,247777942,4,299
26,5752004354,2,300
26,5423988300,,301
26,1446213393,,302
26,29415493,,303
26,30967921,,304
26,7632686724,,305
26,9258416518,,306
26,1486422690,,307
26,5329649749,,308
26,366301428,,309
26,3787936,,310
26,463185163,,311
26,340233813,,312
26,9258409719,,313
26,9258428518,,314
26,991899601,,315
26,9140719566,,316
26,1014938188,,317
26,9257956017,,318
26,5896287798,,319
26,4832446778,,320
27,8904584261,5,321
27,1739618198,,322
27,474260844,4,323
27,2627312981,2,324
27,5416162471,5,325
27,1014938188,4,326
27,1776511037,4,327
27,29415493,5,328
27,76613809,1,329
27,463185163,2,330
27,5423988300,5,331
27,2917546802,1,332
27,247777942,,333
27,30967983,,334
27,9257947317,2,335
27,7989605449,4,336
27,6376853900,1,337
27,865127426,,338
27,6382360815,,339
27,1486422687,1,340
27,9257956017,1,341
27,122790588,5,342
27,4489601833,,343
27,5896287798,2,344
27,5128689863,4,345
27,1446213393,4,346
27,4401440792,,347
27,7632686724,,348
27,5690533580,,349
27,1818499802,,350
27,9257947217,,351
27,7238472079,,352
27,285570325,,353
27,2546347647,,354
27,5843300285,,355
27,9293068748,,356
27,5063175822,,357
27,991899666,,358
27,474474478,,359
27,7637177,,360
28,5896287798,3,361
28,5063175822,5,362
28,865127426,,363
28,4013135970,,364
28,991899628,,365
28,9258416518,,366
28,9257947317,,367
28,366301422,,368
28,991899664,,369
28,2517399085,,370
28,340233810,,371
28,2917546802,,372
28,9257947217,,373
28,529060747,,374
28,474260844,,375
28,8904584261,,376
28,5416162471,,377
28,586101291,,378
28,904483957,,379
28,577455410,,380
28,402383814,,381
28,991899630,,382
28,904330915,,383
28,3787936,,384
28,1446213393,,385
28,30967921,,386
28,310356391,,387
28,366301428,,388
28,9140719566,,389
28,779724306,,390
28,59224731,,391
28,285592032,,392
28,4832446778,,393
28,5329649749,,394
28,5128689863,,395
28,247777942,,396
28,444446827,,397
28,991899666,,398
28,9258409719,,399
28,9257956017,,400
21,285592032,,401
21,7632686724,,402
21,5416162471,,403
21,5446565622,,404
21,8904584261,,405
21,474474478,,406
21,9123094683,,407
21,991899666,,408
21,444446827,,409
